id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
108781,Andriy Viktorovych Serdinov,M,21,186,77,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Butterfly,Bronze
108841,Nikki Lee Serlenga,F,22,167,56,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver
108935,Lauren Marie Sesselmann,F,28,173,71,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze
108960,Daiya Seto,M,22,174,72,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
109213,Brendan Frederick Shanahan,M,33,191,100,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
109240,Eric Lee Shanteau,M,28,188,80,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
109255,Leonid Anatoliyovych Shaposhnykov,M,34,192,94,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze
109321,Patrick Sharp,M,32,185,89,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
109425,Roman Anatoliyovych Shchurenko,M,23,188,82,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,Bronze
109437,Courtney Amanda Shealy (-Hart),F,22,191,72,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
109437,Courtney Amanda Shealy (-Hart),F,22,191,72,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
109475,Abdullahi Shehu,M,23,170,72,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
109661,Tammy Lee Shewchuk (-Dryden),F,24,163,60,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
109676,Shi Jinglin,F,23,175,68,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
109677,Shi Jingnan,M,19,175,66,China,CHN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
109693,Ai Shibata,F,22,176,63,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 800 metres Freestyle,Gold
109727,"Thomas Allen ""Tom"" Shields",M,25,193,86,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
109742,Yekaterina Vladimirovna Shikhova,F,28,172,63,Russia,RUS,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
109758,Shim Seok-Hui,F,17,173,56,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",Bronze
109758,Shim Seok-Hui,F,17,173,56,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",Silver
109758,Shim Seok-Hui,F,17,173,56,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
109863,Anton Vladimirovich Shipulin,M,22,185,82,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
109863,Anton Vladimirovich Shipulin,M,26,185,82,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
109895,Olga Vasilyevna Shishigina (-Kutsakova),F,31,165,57,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,Gold
109927,Svetlana Vladimirovna Shkolina,F,26,187,66,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,Bronze
109978,Lindsay Shoop,F,26,185,79,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
110077,Yekaterina Yevgenyevna Shumilova,F,27,173,57,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
110125,Si Tianfeng,M,28,181,67,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,Bronze
110200,Alyona Viktorovna Sidko,F,26,170,63,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Sprint,Bronze
110265,Olivier Floris Johannes Siegelaar,M,29,197,100,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
110266,Sarah Elaine Siegelaar,F,22,180,74,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
110266,Sarah Elaine Siegelaar,F,26,180,74,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
110388,Sileshi Mekuria Sihine,M,21,168,58,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",Silver
110388,Sileshi Mekuria Sihine,M,25,168,58,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",Silver
110415,Tomasz Wacaw Sikora,M,32,182,75,Poland,POL,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 15 kilometres Mass Start,Silver
110443,Erik Jakob Silfverberg (Ekstrm-),M,23,186,91,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
110475,Andrey Aleksandrovich Silnov,M,23,198,83,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,Gold
110486,Alex Sandro da Silva,M,23,192,80,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
110554,Rui Manuel Monteiro da Silva,M,27,175,65,Portugal,POR,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",Bronze
110558,Thiago Emiliano da Silva,M,23,183,72,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
110558,Thiago Emiliano da Silva,M,27,183,72,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
110565,Yarisley Silva Rodrguez,F,25,161,61,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Pole Vault,Silver
110566,Edvaldo Valrio da Silva Filho,M,22,194,78,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
110575,Emily Susan Silver,F,22,180,70,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
110619,Irina Alekseyevna Simagina (-Meleshina),F,22,171,56,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Long Jump,Silver
110718,Kerry Simmonds,F,27,183,82,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
110765,Diederik Rudolf Simon,M,30,190,90,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
110765,Diederik Rudolf Simon,M,34,190,90,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
110790,Lidia Elena imon (Slvueanu-),F,27,160,43,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Marathon,Silver
110816,Simone Gomes Jatob,F,27,172,66,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
110897,Sherone Anmarica Simpson,F,19,163,59,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
110897,Sherone Anmarica Simpson,F,23,163,59,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres,Silver
110897,Sherone Anmarica Simpson,F,27,163,59,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
110954,Seth Muenfuh Sincere,M,18,170,77,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
110961,Christine Margaret Sinclair,F,29,176,75,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze
110961,Christine Margaret Sinclair,F,33,176,75,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
111300,Martin Sinkovi,M,22,188,95,Croatia,CRO,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Silver
111300,Martin Sinkovi,M,26,188,95,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,Gold
111301,Valent Sinkovi,M,23,187,93,Croatia,CRO,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Silver
111301,Valent Sinkovi,M,28,187,93,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,Gold
111306,Clarinda Maria Sinnige,F,27,179,75,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
111306,Clarinda Maria Sinnige,F,31,179,75,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Silver
111409,Saija Katariina Sirvi-Tarkki,F,27,172,60,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
111501,Maria Johanna Sjberg,F,22,178,66,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
111525,Eva Therese Sjlander,F,20,173,69,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
111525,Eva Therese Sjlander,F,24,173,69,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
111543,Sarah Frederica Sjstrm,F,22,182,76,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,Bronze
111543,Sarah Frederica Sjstrm,F,22,182,76,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Silver
111543,Sarah Frederica Sjstrm,F,22,182,76,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,Gold
111598,Nadezhda Valeryevna Skardino,F,28,160,49,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,Bronze
111599,Bente Skari-Martinsen,F,29,173,63,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
111599,Bente Skari-Martinsen,F,29,173,63,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Bronze
111599,Bente Skari-Martinsen,F,29,173,63,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
111630,Nika Skelin,M,22,200,103,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
111630,Nika Skelin,M,26,200,103,Croatia,CRO,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Silver
111631,Sinia Skelin,M,26,196,92,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
111631,Sinia Skelin,M,30,196,92,Croatia,CRO,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Silver
111646,"Nikolaos ""Nikos"" Skiathitis",M,22,183,73,Greece,GRE,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
111675,"Angela Robyn ""Angie"" Skirving-Lambert",F,19,181,68,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
111676,Ann Elen Skjelbreid,F,30,171,58,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
111677,Liv Grete Skjelbreid-Poire,F,27,167,58,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,Silver
111677,Liv Grete Skjelbreid-Poire,F,27,167,58,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
111678,Kristen Skjeldal,M,34,175,70,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Bronze
111678,Kristen Skjeldal,M,34,175,70,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
111698,Ivan Aleksandrovich Skobrev,M,27,187,85,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze
111698,Ivan Aleksandrovich Skobrev,M,27,187,85,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 10,000 metres",Silver
111707,Vibeke Westbye Skofterud,F,29,165,62,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
111723,Yuliya Igorevna Skokova,F,31,175,71,Russia,RUS,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
111728,Kamila Skolimowska,F,17,180,112,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Hammer Throw,Gold
111829,Austra Skujyt,F,24,188,82,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Heptathlon,Silver
111900,Kate Elizabeth Slatter (-Allen),F,28,180,71,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Silver
111937,Svetlana Yuryevna Sleptsova,F,23,162,54,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
111938,Yelena Vladimirovna Slesarenko (Sivushenko-),F,22,178,60,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's High Jump,Gold
111995,Sara Slott-Bruun Petersen,F,29,171,57,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Silver
112000,Roman Andreyevich Sludnov,M,20,188,74,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
112030,Hanneke Smabers,F,26,164,52,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
112031,Minke Smabers (-Smeets),F,21,158,49,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
112031,Minke Smabers (-Smeets),F,25,158,49,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Silver
112031,Minke Smabers (-Smeets),F,29,158,49,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
112052,"Samantha ""Sami Jo"" Small (-Bridges)",F,25,170,85,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
112086,"Johannes Adrianus Albertus ""Jan"" Smeekens",M,26,176,72,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's 500 metres,Silver
112131,Kristina migun-Vhi,F,28,168,59,Estonia,EST,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
112131,Kristina migun-Vhi,F,28,168,59,Estonia,EST,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Gold
112131,Kristina migun-Vhi,F,32,168,59,Estonia,EST,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver
112160,Sandra Smisek,F,31,164,56,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
112166,Julia Elizabeth Smit,F,20,183,66,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
112166,Julia Elizabeth Smit,F,20,183,66,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
112182,Andrew Smith,M,29,191,89,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
112220,Clark Smith,M,21,206,90,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
112222,Colin Smith,M,24,185,84,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
112309,John Smith,M,22,192,72,South Africa,RSA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
112334,Leah Smith,F,21,178,67,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Bronze
112334,Leah Smith,F,21,178,67,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
112385,Ronetta Jamilah Smith,F,24,168,59,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
112390,Rusty Smith,M,22,173,73,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze
112390,Rusty Smith,M,26,173,73,United States,USA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
112475,Olivia Smoliga,F,21,188,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
112483,Tomislav Smoljanovi,M,23,190,91,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
112504,"Marlies Jeannette Fransisca ""Marlies"" Smulders",F,22,184,78,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
112504,"Marlies Jeannette Fransisca ""Marlies"" Smulders",F,26,184,78,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
112526,Ryan Alexander Gordon Smyth,M,25,185,86,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
112572,Jiske Snoeks,F,26,166,52,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Silver
112592,Katelin Snyder (-Guregian),F,28,163,50,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
112647,Rafael Augusto Sbis do Nascimento,M,23,173,71,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
112668,"Kathryn Michele ""Kate"" Sobrero-Markgraf",F,24,170,61,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver
112668,"Kathryn Michele ""Kate"" Sobrero-Markgraf",F,27,170,61,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
112668,"Kathryn Michele ""Kate"" Sobrero-Markgraf",F,31,170,61,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
112704,Hans Anders Sdergren,M,28,182,77,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
112704,Hans Anders Sdergren,M,32,182,77,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
112772,Edwin Cheruiyot Soi,M,22,168,53,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",Bronze
112778,Vctor Manuel Sojo Jimnez,M,24,170,64,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
112815,Yelena Aleksandrovna Sokolova (Kremnyova-),F,26,170,61,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Long Jump,Silver
112873,"Elsa Katrine ""Trine"" Solberg-Hattestad",F,34,173,76,Norway,NOR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Javelin Throw,Gold
112904,Franck Robert Bernard Solforosi,M,31,184,70,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
112953,Hope Amelia Solo (-Stevens),F,27,175,69,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
112953,Hope Amelia Solo (-Stevens),F,30,175,69,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
112966,Jarrin Solomon,M,26,165,73,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
113022,Joyce Sombroek,F,21,179,64,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
113022,Joyce Sombroek,F,25,179,64,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
113048,Ren Sommerfeldt,M,27,175,68,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
113048,Ren Sommerfeldt,M,31,175,68,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
113138,Song Qingling,F,22,174,69,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
113141,Song Seog-U,M,22,173,67,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
113144,Song Seong-Tae,M,28,177,73,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Silver
113169,Rebecca Soni,F,21,173,61,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,Silver
113169,Rebecca Soni,F,21,173,61,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,Gold
113169,Rebecca Soni,F,21,173,61,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
113169,Rebecca Soni,F,25,173,61,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,Silver
113169,Rebecca Soni,F,25,173,61,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,Gold
113169,Rebecca Soni,F,25,173,61,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
113302,Jos Ernesto Sosa,M,23,179,73,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
113326,Colleen Sostorics,F,22,163,76,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
113326,Colleen Sostorics,F,26,163,76,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
113326,Colleen Sostorics,F,30,163,76,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
113339,Kelly Jade Sotherton,F,27,178,66,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Heptathlon,Bronze
113354,Yuliya Vladimirovna Sotnikova,F,29,170,60,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
113380,Javier Sotomayor Sanabria,M,32,193,80,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,Silver
113417,Gabriela Soukalov (-Koukalov),F,24,170,62,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
113417,Gabriela Soukalov (-Koukalov),F,24,170,62,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Silver
113421,Jaroslav Soukup,M,31,183,66,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
113421,Jaroslav Soukup,M,31,183,66,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
113459,Cludio Roberto de Sousa,M,26,168,72,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
113621,Jaroslav paek,M,32,184,90,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
113668,Torsten Spanneberg,M,25,202,88,Germany,GER,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
113674,Ivana panovi,F,26,176,65,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Bronze
113763,Ashley Spencer,F,23,178,59,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Bronze
113850,Luka pik,M,21,196,95,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Gold
113850,Luka pik,M,25,196,95,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,Silver
113850,Luka pik,M,33,196,95,Slovenia,SLO,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Bronze
113868,Nikolay Nikolayevich Spinev,M,30,191,89,Russia,RUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold
113937,Natalie Marie Spooner,F,23,178,80,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
113946,Barbora potkov,F,27,182,80,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Javelin Throw,Gold
113946,Barbora potkov,F,31,182,80,Czech Republic,CZE,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Javelin Throw,Gold
113946,Barbora potkov,F,35,182,80,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Bronze
